name,id,amount,price,category,main_product_name,main_product_id,shipping_from,ratings,vendor
5X DISTILLATE CART (INDICA) HALF GRAM,1c8,5 pieces,$90,carts,DISTILLATE CART (INDICA) HALF GRAM,1c6,United States,13,drgreenthumb4201
10X DISTILLATE CART (INDICA) HALF GRAM,1c9,10 pieces,$170,carts,DISTILLATE CART (INDICA) HALF GRAM,1c6,United States,13,drgreenthumb4201
15X DISTILLATE CART (INDICA) HALF GRAM,1ca,15 pieces,$240,carts,DISTILLATE CART (INDICA) HALF GRAM,1c6,United States,13,drgreenthumb4201
25X DISTILLATE CART (INDICA) HALF GRAM,1cc,20 pieces,$350,carts,DISTILLATE CART (INDICA) HALF GRAM,1c6,United States,13,drgreenthumb4201
20X DISTILLATE CARTS (INDICA) HALF GRAM,1cb,20 pieces,$300,carts,DISTILLATE CART (INDICA) HALF GRAM,1c6,United States,13,drgreenthumb4201
50X DISTILLATE CART (INDICA) HALF GRAM,1cd,50 pieces,$650,carts,DISTILLATE CART (INDICA) HALF GRAM,1c6,United States,13,drgreenthumb4201
100X DISTILLATE CART (INDICA) HALF GRAM,1ce,100 pieces,"$1,050",carts,DISTILLATE CART (INDICA) HALF GRAM,1c6,United States,13,drgreenthumb4201
DISTILLATE CART (INDICA) HALF GRAM,1c6,,$20,carts,DISTILLATE CART (INDICA) HALF GRAM,1c6,United States,13,drgreenthumb4201
1x 1g Gaia Botanics CBD Cart,gah,1 piece,$20,carts,1x 1g Gaia Botanics CBD Cart,gah,United States,8,StrainPirate
,gal,5 pieces,$95,carts,1x 1g Gaia Botanics CBD Cart,gah,United States,8,StrainPirate
,gap,10 pieces,$180,carts,1x 1g Gaia Botanics CBD Cart,gah,United States,8,StrainPirate
Liiil Stiiizy Disposable Pen,oxb,,$75,carts,Liiil Stiiizy Disposable Pen,oxb,United States,4,outerviscera
Big Chiefs - 1 Gram - Authentic,ks3,5 pcs,$175,carts,Big Chiefs - 1 Gram - Authentic,ks3,United States,3,ObsidianLabs
,ks7,25 pcs,$800,carts,Big Chiefs - 1 Gram - Authentic,ks3,United States,3,ObsidianLabs
Dime 650 mAh battery,1ii,,$30,carts,Dime 650 mAh battery,1ii,United States,10,outerviscera
1x 0.5g Gaia Botanics Cart,g9t,1 piece,$18,carts,1x 0.5g Gaia Botanics Cart,g9t,United States,2,StrainPirate
,g9x,5 pieces,$85,carts,1x 0.5g Gaia Botanics Cart,g9t,United States,2,StrainPirate
,ga1,10 pieces,$160,carts,1x 0.5g Gaia Botanics Cart,g9t,United States,2,StrainPirate
Premium House Made Distillate Carts X5,rts,,$100,carts,Premium House Made Distillate Carts X5,rts,United States,1,bestcoastbud
1x Gaia Botanics Battery (Atomizer),g8p,,$25,carts,1x Gaia Botanics Battery (Atomizer),g8p,United States,1,StrainPirate
Custom Listing,5ll,,$20 / pcs,carts,Custom Listing,5ll,United States,2,CaliKindness
1x Stiiizy Battery (Vaporizer) + 1x 0.5g Stiiizy Pod,gat,,$61,carts,1x Stiiizy Battery (Vaporizer) + 1x 0.5g Stiiizy Pod,gat,United States,8,StrainPirate
,gax,1 piece,$36,carts,5x 0.5g Stiiizy Pod,gb1,United States,10,StrainPirate
5x 0.5g Stiiizy Pod,gb1,5 pieces,$155,carts,5x 0.5g Stiiizy Pod,gb1,United States,10,StrainPirate
PAX Era Battery,rfv,,$35,carts,PAX Era Battery,rfv,United States,New,outerviscera
Next Level Carts,qao,1 piece,$55,carts,Next Level Carts,qao,United States,New,BuddhaBazaar
,qag,5 pieces,$262,carts,Next Level Carts,qao,United States,New,BuddhaBazaar
,qak,10 pieces,$500,carts,Next Level Carts,qao,United States,New,BuddhaBazaar
Price Adjustment Tool,gi0,,$1,carts,Price Adjustment Tool,gi0,United States,New,cannadepot
2000x 1g FIRE EXTRACTS CARTS Bulk Sale,dpp,,"$21,100",carts,2000x 1g FIRE EXTRACTS CARTS Bulk Sale,dpp,United States,New,triceraterps
1x BHO CAT3 Distillate 1000ml jar,3dn,1 piece,"$6,900",distillate,1 x BHO CAT3 Distillate 30gram jar,1sj,United States,41,ValleyHeat
2 x BHO CAT3 Distillate 1000ml jar,3dp,2 pieces,"$13,500",distillate,1 x BHO CAT3 Distillate 30gram jar,1sj,United States,41,ValleyHeat
2 x BHO CAT3 Distillate 30gram jar,1sk,2 pieces,$580,distillate,1 x BHO CAT3 Distillate 30gram jar,1sj,United States,41,ValleyHeat
1 x BHO CAT3 Distillate 500gram jar,cs7,500 pieces,"$3,750",distillate,1 x BHO CAT3 Distillate 30gram jar,1sj,United States,41,ValleyHeat
1 x BHO CAT3 Distillate 30gram jar,1sj,,$300,distillate,1 x BHO CAT3 Distillate 30gram jar,1sj,United States,41,ValleyHeat
Raw Distillate - 10ml,2bb,10 grams,$65,distillate,Raw Distillate - 30ml,2bd,United States,2000+,bestcoastbud
Raw Distillate - 10ml (1ml syringes),2bp,10 grams,$85,distillate,Raw Distillate - 30ml,2bd,United States,2000+,bestcoastbud
Raw Distillate - 30ml (1ml syringes),2br,30 grams,$220,distillate,Raw Distillate - 30ml,2bd,United States,2000+,bestcoastbud
Raw Distillate - 120ml (1ml syringes),2bt,120 grams,$840,distillate,Raw Distillate - 30ml,2bd,United States,2000+,bestcoastbud
Raw Distillate - 120ml,2bf,120 grams,$720,distillate,Raw Distillate - 30ml,2bd,United States,2000+,bestcoastbud
Raw Distillate - 240ml,2bh,240 grams,"$1,200",distillate,Raw Distillate - 30ml,2bd,United States,2000+,bestcoastbud
Raw Distillate - 1000ml,2bl,1000 grams,"$4,800",distillate,Raw Distillate - 30ml,2bd,United States,2000+,bestcoastbud
Raw Distillate - 2000ml,2bn,2000 grams,"$9,500",distillate,Raw Distillate - 30ml,2bd,United States,2000+,bestcoastbud
Raw Distillate - 5000ml,lzv,5000 grams,"$22,500",distillate,Raw Distillate - 30ml,2bd,United States,2000+,bestcoastbud
Raw Distillate - 30ml,2bd,,$190,distillate,Raw Distillate - 30ml,2bd,United States,2000+,bestcoastbud
Raw Distillate - 60ml,ddx,60 grams,$350,distillate,Raw Distillate - 30ml,ddt,United States,227,ExoticsClub
Raw Distillate - 120ml,de1,120 grams,$675,distillate,Raw Distillate - 30ml,ddt,United States,227,ExoticsClub
Raw Distillate - 250 ml,de9,250 grams,"$1,300",distillate,Raw Distillate - 30ml,ddt,United States,227,ExoticsClub
Raw Distillate - 500ml,ded,500 grams,"$2,500",distillate,Raw Distillate - 30ml,ddt,United States,227,ExoticsClub
Raw Distillate - 1000ml,deh,1000 grams,"$4,800",distillate,Raw Distillate - 30ml,ddt,United States,227,ExoticsClub
RAW DISTILLATE - 2000 ml,ex9,2000 grams,"$9,350",distillate,Raw Distillate - 30ml,ddt,United States,227,ExoticsClub
Raw Distillate - 3000 ml,exd,3000 grams,"$14,000",distillate,Raw Distillate - 30ml,ddt,United States,227,ExoticsClub
Raw Distillate,ple,5000 grams,"$22,500",distillate,Raw Distillate - 30ml,ddt,United States,227,ExoticsClub
Raw Distillate - 30ml,ddt,,$190,distillate,Raw Distillate - 30ml,ddt,United States,227,ExoticsClub
20 ML PREMIUM RAW DISTILLATE,1gb,1 piece,$150,distillate,1 OZ PREMIUM RAW DISTILLATE (30 ML),13f,United States,102,DirtyDarkFace
10 ML Premium Raw Distillate,1ga,1 piece,$100,distillate,1 OZ PREMIUM RAW DISTILLATE (30 ML),13f,United States,102,DirtyDarkFace
4 OZ'S PREMIUM RAW DISTILLATE,1bz,4 ounces,$750,distillate,1 OZ PREMIUM RAW DISTILLATE (30 ML),13f,United States,102,DirtyDarkFace
500 ML PREMIUM RAW DISTILLATE,1k7,500 grams,"$3,200",distillate,1 OZ PREMIUM RAW DISTILLATE (30 ML),13f,United States,102,DirtyDarkFace
1 LITER (1000 ML) PREMIUM RAW DISTILLATE,1k8,1 kilogram,"$5,000",distillate,1 OZ PREMIUM RAW DISTILLATE (30 ML),13f,United States,102,DirtyDarkFace
1 OZ PREMIUM RAW DISTILLATE (30 ML),13f,,$200,distillate,1 OZ PREMIUM RAW DISTILLATE (30 ML),13f,United States,102,DirtyDarkFace
,16v,3 gram+,$32 / g,distillate,10g/ml Medical/culinary RSO/FECO (Full Extract Cannabis Oil),16x,United States,66,StickyKitty
10g/ml Medical/culinary RSO/FECO (Full Extract Cannabis Oil),16x,10 grams,$220,distillate,10g/ml Medical/culinary RSO/FECO (Full Extract Cannabis Oil),16x,United States,66,StickyKitty
Flavored Distillate - 30ml,buk,30 g,$200,distillate,Flavored Distillate - 30ml,buk,United States,96,ExoticsClub
,bug,60 g,$360,distillate,Flavored Distillate - 30ml,buk,United States,96,ExoticsClub
,buc,120 g,$730,distillate,Flavored Distillate - 30ml,buk,United States,96,ExoticsClub
,bu8,250 g,"$1,450",distillate,Flavored Distillate - 30ml,buk,United States,96,ExoticsClub
,bu4,500 g,"$2,800",distillate,Flavored Distillate - 30ml,buk,United States,96,ExoticsClub
,brl,1000 g,"$5,500",distillate,Flavored Distillate - 30ml,buk,United States,96,ExoticsClub
10ml Full Spectrum CBD Distillate,c7o,10 grams,$100,distillate,10ml Full Spectrum CBD Distillate,c7o,United States,29,ChipChipperson
,c7s,30 grams,$250,distillate,10ml Full Spectrum CBD Distillate,c7o,United States,29,ChipChipperson
,c7w,50 grams,$350,distillate,10ml Full Spectrum CBD Distillate,c7o,United States,29,ChipChipperson
,c80,100 grams,$600,distillate,10ml Full Spectrum CBD Distillate,c7o,United States,29,ChipChipperson
5x Alpha Xtracts 1 gram distillate syringe,hvg,5 piece+,$29 / pcs,distillate,1x Alpha Xtracts 1 gram distillate syringe,hvc,United States,58,ValleyHeat
7/10 SPECIAL!  5 + 1 Alpha Xtracts 1 gram distillate syringe,mwz,5 piece+,$29 / pcs,distillate,1x Alpha Xtracts 1 gram distillate syringe,hvc,United States,58,ValleyHeat
10x Alpha Xtracts 1 gram distillate syringe,hvk,10 piece+,$25 / pcs,distillate,1x Alpha Xtracts 1 gram distillate syringe,hvc,United States,58,ValleyHeat
20x Alpha Xtracts 1 gram distillate syringe,hvo,20 piece+,$22 / pcs,distillate,1x Alpha Xtracts 1 gram distillate syringe,hvc,United States,58,ValleyHeat
50x Alpha Xtracts 1 gram distillate syringe,hvs,50 piece+,$19.99 / pcs,distillate,1x Alpha Xtracts 1 gram distillate syringe,hvc,United States,58,ValleyHeat
100x Alpha Xtracts 1 gram distillate syringe,hvw,100 piece+,$17.99 / pcs,distillate,1x Alpha Xtracts 1 gram distillate syringe,hvc,United States,58,ValleyHeat
1x Alpha Xtracts 1 gram distillate syringe,hvc,,$30,distillate,1x Alpha Xtracts 1 gram distillate syringe,hvc,United States,58,ValleyHeat
1ml Premium Flavored Distillate!,ecf,1 gram,$16,distillate,1ml Premium Flavored Distillate!,ecf,United States,124,bestcoastbud
,lzz,10 grams,$150,distillate,1ml Premium Flavored Distillate!,ecf,United States,124,bestcoastbud
,m03,30 grams,$420,distillate,1ml Premium Flavored Distillate!,ecf,United States,124,bestcoastbud
,m07,50 grams,$600,distillate,1ml Premium Flavored Distillate!,ecf,United States,124,bestcoastbud
,m0b,100 grams,"$1,000",distillate,1ml Premium Flavored Distillate!,ecf,United States,124,bestcoastbud
10x 1g glass distillate Syringe,c49,1 piece,$129,distillate,1g Glass Distillate Syringe,c4d,United States,76,triceraterps
100x 1g Distillate Syringe Sale,dpx,1 piece,"$1,175",distillate,1g Glass Distillate Syringe,c4d,United States,76,triceraterps
50x 1g Distillate Syringe,dpt,1 piece,$599,distillate,1g Glass Distillate Syringe,c4d,United States,76,triceraterps
1g Glass Distillate Syringe,c4d,,$14,distillate,1g Glass Distillate Syringe,c4d,United States,76,triceraterps
10x 1g Blue Zkittlez Distillate Syringe,c5l,1 piece,$110,distillate,1g Blue Zkittlez Distillate Syringe,c0h,United States,94,triceraterps
5x 1g Blue Zkittlez Distillate Syringe,c5h,1 piece,$60,distillate,1g Blue Zkittlez Distillate Syringe,c0h,United States,94,triceraterps
1g Blue Zkittlez Distillate Syringe,c0h,,$14,distillate,1g Blue Zkittlez Distillate Syringe,c0h,United States,94,triceraterps
5 x 1g GG #4 Glass Syringes,c45,,$60,distillate,5 x 1g GG #4 Glass Syringes,c45,United States,16,triceraterps
1G DISTILLATE SYRINGE (SATIVA),1tc,1 piece,$25,distillate,2x 1G DISTILLATE SYRINGE (SATIVA),1td,United States,42,drgreenthumb4201
20X 1G DISTILLATE SYRINGE (SATIVA),2tz,1 piece,$375,distillate,2x 1G DISTILLATE SYRINGE (SATIVA),1td,United States,42,drgreenthumb4201
10X 1G DISTILLATE SYRINGE (SATIVA),1tf,1 piece,$195,distillate,2x 1G DISTILLATE SYRINGE (SATIVA),1td,United States,42,drgreenthumb4201
5X 1G DISTILLATE SYRINGE (SATIVA),1te,1 piece,$100,distillate,2x 1G DISTILLATE SYRINGE (SATIVA),1td,United States,42,drgreenthumb4201
2x 1G DISTILLATE SYRINGE (SATIVA),1td,,$45,distillate,2x 1G DISTILLATE SYRINGE (SATIVA),1td,United States,42,drgreenthumb4201
10ml DISTILLATE SYRINGE,bvp,,$70 / pcs,distillate,10ml DISTILLATE SYRINGE,bvp,United States,43,Terpzz
1oz Distillate concentrate,c0p,,$199,distillate,1oz Distillate concentrate,c0p,United States,32,triceraterps
1 Gram of Budget Distillate (80% THC),kh3,1 gram,$19.99,distillate,1 Gram of Budget Distillate 80% THC (DIRECT PAY),kh7,United States,7,DankServices
1 Gram of Budget Distillate 80% THC (DIRECT PAY),kh7,,$17.99,distillate,1 Gram of Budget Distillate 80% THC (DIRECT PAY),kh7,United States,7,DankServices
Distillate - 500ml,r70,,"$2,800",distillate,Distillate - 500ml,r70,United States,1,outerviscera
Distillate - 1 Liter,mrf,,"$5,200",distillate,Distillate - 1 Liter,mrf,United States,1,outerviscera
1 Gram of CAT3 Distillate,kgn,1 gram,$49.99,distillate,1 Gram of CAT3 Distillate (DIRECT PAY),kgr,United States,1,DankServices
1 Gram of CAT3 Distillate (DIRECT PAY),kgr,,$44.99,distillate,1 Gram of CAT3 Distillate (DIRECT PAY),kgr,United States,1,DankServices
Flavored Distillate (10ml syringes) - 500ml,jy4,,"$3,500",distillate,Flavored Distillate (10ml syringes) - 500ml,jy4,United States,1,bestcoastbud
0.25 Gram of THC Distillate,6nl,0.25 gram,$11.99,distillate,3.5 Grams of THC Distillate (DIRECT PAY),8tw,United States,14,DankServices
Half Gram of %90 THC Distillate (DIRECT PAY),6nh,0.5 gram,$19.99,distillate,3.5 Grams of THC Distillate (DIRECT PAY),8tw,United States,14,DankServices
Half Gram of 90% THC Distillate,218,0.5 gram,$22.99,distillate,3.5 Grams of THC Distillate (DIRECT PAY),8tw,United States,14,DankServices
1 Gram of THC Distillate,1wk,1 gram,$44.99,distillate,3.5 Grams of THC Distillate (DIRECT PAY),8tw,United States,14,DankServices
1 Gram of THC Distillate (DIRECT PAY),41g,1 gram,$39.99,distillate,3.5 Grams of THC Distillate (DIRECT PAY),8tw,United States,14,DankServices
2 Grams of %90 THC Distillate,6np,2 grams,$89.99,distillate,3.5 Grams of THC Distillate (DIRECT PAY),8tw,United States,14,DankServices
3.5 Grams of %90 THC Distillate,6nt,3.5 grams,$149.99,distillate,3.5 Grams of THC Distillate (DIRECT PAY),8tw,United States,14,DankServices
3.5 Grams of THC Distillate (DIRECT PAY),8tw,,$139.99,distillate,3.5 Grams of THC Distillate (DIRECT PAY),8tw,United States,14,DankServices
Raw Distillate 90%THC,l8g,250 grams,"$1,400",distillate,Raw Distillate 90%THC,l8g,United States,New,BuddhaBazaar
,s10,2000 grams,"$8,700",distillate,Raw Distillate 90%THC,l8g,United States,New,BuddhaBazaar
1x Cali Bears (five 10mg gummy bears),1q2,1 piece,$10,edibles,6x Cali Bears (thirty 10mg gummy bears),3mf,United States,77,CaliKindness
20x Cali Bears! (100 10mg gummy bears),h1n,20 pieces,$160,edibles,6x Cali Bears (thirty 10mg gummy bears),3mf,United States,77,CaliKindness
6x Cali Bears (thirty 10mg gummy bears),3mf,,$55,edibles,6x Cali Bears (thirty 10mg gummy bears),3mf,United States,77,CaliKindness
10000 MG THC INFUSED EDIBLE OIL ($4.25/500mg) - MAKE CHEAP EDIBLES TODAY,px9,10 grams,$84.99,edibles,10000 MG THC INFUSED EDIBLE OIL ($4.25/500mg) - MAKE CHEAP EDIBLES TODAY,px9,United States,146,iamlegend1
,ekp,40 grams,$159.99,edibles,10000 MG THC INFUSED EDIBLE OIL ($4.25/500mg) - MAKE CHEAP EDIBLES TODAY,px9,United States,146,iamlegend1
,ca2,80 grams,$239.99,edibles,10000 MG THC INFUSED EDIBLE OIL ($4.25/500mg) - MAKE CHEAP EDIBLES TODAY,px9,United States,146,iamlegend1
1x Legendary 500mg Gummy Bag (12 Pieces Per Bag),rfp,1 piece,$13.99,edibles,1x Legendary 500mg Gummy Bag (12 Pieces Per Bag),rfp,United States,278,iamlegend1
,rft,5 pieces,$94.99,edibles,1x Legendary 500mg Gummy Bag (12 Pieces Per Bag),rfp,United States,278,iamlegend1
,rfd,10 pieces,$179.99,edibles,1x Legendary 500mg Gummy Bag (12 Pieces Per Bag),rfp,United States,278,iamlegend1
,rfh,20 pieces,$319.99,edibles,1x Legendary 500mg Gummy Bag (12 Pieces Per Bag),rfp,United States,278,iamlegend1
,rfl,50 pieces,$699.99,edibles,1x Legendary 500mg Gummy Bag (12 Pieces Per Bag),rfp,United States,278,iamlegend1
,acn,2 pcs,$30,edibles,Kushy Punch Gummies,acr,United States,162,BuddhaBazaar
Kushy Punch Gummies,acr,5 pcs,$65,edibles,Kushy Punch Gummies,acr,United States,162,BuddhaBazaar
,acv,10 pcs,$120,edibles,Kushy Punch Gummies,acr,United States,162,BuddhaBazaar
,acz,25 pcs,$275,edibles,Kushy Punch Gummies,acr,United States,162,BuddhaBazaar
,ad3,50 pcs,$500,edibles,Kushy Punch Gummies,acr,United States,162,BuddhaBazaar
,aef,100 pcs,$900,edibles,Kushy Punch Gummies,acr,United States,162,BuddhaBazaar
25x Random Edibles - 350~500mg per *FIRE*,gxv,25 pcs,$219,edibles,25x Random Edibles - 350~500mg per *FIRE*,gxv,United States,227,ObsidianLabs
,gy3,50 pcs,$425,edibles,25x Random Edibles - 350~500mg per *FIRE*,gxv,United States,227,ObsidianLabs
,gy7,100 pcs,$800,edibles,25x Random Edibles - 350~500mg per *FIRE*,gxv,United States,227,ObsidianLabs
,ia8,250 pcs,"$1,875",edibles,25x Random Edibles - 350~500mg per *FIRE*,gxv,United States,227,ObsidianLabs
,iac,500 pcs,"$3,625",edibles,25x Random Edibles - 350~500mg per *FIRE*,gxv,United States,227,ObsidianLabs
,js4,1000 pcs,"$7,000",edibles,25x Random Edibles - 350~500mg per *FIRE*,gxv,United States,227,ObsidianLabs
,16a,5 pcs+,$11 / pcs,edibles,10x+ 180mg Peanut Butter Squares,16d,United States,66,ChipChipperson
10x+ 180mg Peanut Butter Squares,16d,10 pcs+,$9 / pcs,edibles,10x+ 180mg Peanut Butter Squares,16d,United States,66,ChipChipperson
,16i,20 pcs+,$8 / pcs,edibles,10x+ 180mg Peanut Butter Squares,16d,United States,66,ChipChipperson
,16m,50 pcs+,$7 / pcs,edibles,10x+ 180mg Peanut Butter Squares,16d,United States,66,ChipChipperson
,16q,100 pcs+,$6.50 / pcs,edibles,10x+ 180mg Peanut Butter Squares,16d,United States,66,ChipChipperson
,16s,250 pcs+,$6 / pcs,edibles,10x+ 180mg Peanut Butter Squares,16d,United States,66,ChipChipperson
,16u,500 pcs+,$5.50 / pcs,edibles,10x+ 180mg Peanut Butter Squares,16d,United States,66,ChipChipperson
Medicated Nerds Rope - 400mg,c5z,2 piece+,$15 / pcs,edibles,Medicated Nerds Rope - 400mg,c5z,United States,53,outerviscera
,lar,10 pieces,$130,edibles,Medicated Nerds Rope - 400mg,c5z,United States,53,outerviscera
,g8v,10 pcs,$50,edibles,25x Chippah's 50mg Chocolate Squares,g8z,United States,45,ChipChipperson
25x Chippah's 50mg Chocolate Squares,g8z,25 pcs,$100,edibles,25x Chippah's 50mg Chocolate Squares,g8z,United States,45,ChipChipperson
,g93,50 pcs,$175,edibles,25x Chippah's 50mg Chocolate Squares,g8z,United States,45,ChipChipperson
,g97,100 pcs,$300,edibles,25x Chippah's 50mg Chocolate Squares,g8z,United States,45,ChipChipperson
,g9b,250 pcs,$675,edibles,25x Chippah's 50mg Chocolate Squares,g8z,United States,45,ChipChipperson
,g9f,500 pcs,"$1,250",edibles,25x Chippah's 50mg Chocolate Squares,g8z,United States,45,ChipChipperson
,g9j,1000 pcs,"$2,000",edibles,25x Chippah's 50mg Chocolate Squares,g8z,United States,45,ChipChipperson
,g9n,2500 pcs,"$4,000",edibles,25x Chippah's 50mg Chocolate Squares,g8z,United States,45,ChipChipperson
150x Chipppah's 5mg Candy Cubes,9iv,150 pcs,$65,edibles,150x Chipppah's 5mg Candy Cubes,9iv,United States,159,ChipChipperson
,9iw,250 pcs,$90,edibles,150x Chipppah's 5mg Candy Cubes,9iv,United States,159,ChipChipperson
,9j0,500 pcs,$160,edibles,150x Chipppah's 5mg Candy Cubes,9iv,United States,159,ChipChipperson
,9j4,1000 pcs,$300,edibles,150x Chipppah's 5mg Candy Cubes,9iv,United States,159,ChipChipperson
,9j8,2500 pcs,$720,edibles,150x Chipppah's 5mg Candy Cubes,9iv,United States,159,ChipChipperson
,9jc,5000 pcs,"$1,400",edibles,150x Chipppah's 5mg Candy Cubes,9iv,United States,159,ChipChipperson
,9jg,9999 pcs,"$2,700",edibles,150x Chipppah's 5mg Candy Cubes,9iv,United States,159,ChipChipperson
,6v3,20 pieces+,$17.50,edibles,50 x CANNABIS CAPS -17.5mg THC- SATIVA/INDICA,7gs,United States,40,KIND
,7go,25 pieces,$43.75,edibles,50 x CANNABIS CAPS -17.5mg THC- SATIVA/INDICA,7gs,United States,40,KIND
50 x CANNABIS CAPS -17.5mg THC- SATIVA/INDICA,7gs,50 pieces,$85,edibles,50 x CANNABIS CAPS -17.5mg THC- SATIVA/INDICA,7gs,United States,40,KIND
,7gw,100 pieces,$165,edibles,50 x CANNABIS CAPS -17.5mg THC- SATIVA/INDICA,7gs,United States,40,KIND
,kuk,250 pieces,$375,edibles,50 x CANNABIS CAPS -17.5mg THC- SATIVA/INDICA,7gs,United States,40,KIND
Chippah's Dopaliscious Bark,5ei,100 g,$60,edibles,Chippah's Dopaliscious Bark,5ei,United States,45,ChipChipperson
,5f1,200 g,$125,edibles,Chippah's Dopaliscious Bark,5ei,United States,45,ChipChipperson
,5el,250 g,$120,edibles,Chippah's Dopaliscious Bark,5ei,United States,45,ChipChipperson
,5ep,500 g,$200,edibles,Chippah's Dopaliscious Bark,5ei,United States,45,ChipChipperson
,5et,1000 g,$350,edibles,Chippah's Dopaliscious Bark,5ei,United States,45,ChipChipperson
,5ex,5000 g,"$1,400",edibles,Chippah's Dopaliscious Bark,5ei,United States,45,ChipChipperson
25x Stoner Patch Edible Gummies - 350mg to 500mg of Infused THC Oil per Pack,kwr,25 pcs,$219,edibles,25x Stoner Patch Edible Gummies - 350mg to 500mg of Infused THC Oil per Pack,kwr,United States,23,ObsidianLabs
,kwv,50 pcs,$425,edibles,25x Stoner Patch Edible Gummies - 350mg to 500mg of Infused THC Oil per Pack,kwr,United States,23,ObsidianLabs
,ob4,100 pcs,$825,edibles,25x Stoner Patch Edible Gummies - 350mg to 500mg of Infused THC Oil per Pack,kwr,United States,23,ObsidianLabs
5x 200mg THC Brownie Homemade,1fl,5 pieces,$65,edibles,5x 200mg THC Brownie Homemade,1fl,United States,86,TreesNTreats
,1fm,16 pieces,$175,edibles,5x 200mg THC Brownie Homemade,1fl,United States,86,TreesNTreats
Custom Order/Tip Jar,6al,,$5,edibles,Custom Order/Tip Jar,6al,United States,27,ChipChipperson
,hgc,1 piece,$21,edibles,"5x Medicated ""Chuckles"" Peach Rings",hgg,United States,20,StrainPirate
"5x Medicated ""Chuckles"" Peach Rings",hgg,5 pieces,$85,edibles,"5x Medicated ""Chuckles"" Peach Rings",hgg,United States,20,StrainPirate
CHRONX 1000MG THC SYRUP,m94,1 piece,$35,edibles,CHRONX 1000MG THC SYRUP,m94,United States,18,Justaman
,m8j,5 piece+,$32 / pcs,edibles,CHRONX 1000MG THC SYRUP,m94,United States,18,Justaman
,m8n,10 piece+,$30 / pcs,edibles,CHRONX 1000MG THC SYRUP,m94,United States,18,Justaman
,m8r,25 piece+,$28 / pcs,edibles,CHRONX 1000MG THC SYRUP,m94,United States,18,Justaman
1x Canna Butter,mnw,,$35,edibles,1x Canna Butter,mnw,United States,17,StrainPirate
25x Stoney Patch Edible Gummies - 350mg of Infused THC Oil per Pack,guv,25 pcs,$219,edibles,25x Stoney Patch Edible Gummies - 350mg of Infused THC Oil per Pack,guv,United States,16,ObsidianLabs
,guz,50 pcs,$425,edibles,25x Stoney Patch Edible Gummies - 350mg of Infused THC Oil per Pack,guv,United States,16,ObsidianLabs
,ob8,100 pcs,$800,edibles,25x Stoney Patch Edible Gummies - 350mg of Infused THC Oil per Pack,guv,United States,16,ObsidianLabs
Hubby's 130 mg Peanut Butter Chocolate Bar,faf,1 piece,$18,edibles,Hubby's 130 mg Milk Chocolate Bar,f9r,United States,16,cannadepot
BUD MAN'S 250 mg Indica - Blueberry Kush EDIBLE NUGGZ,n64,1 piece,$55,edibles,Hubby's 130 mg Milk Chocolate Bar,f9r,United States,16,cannadepot
Hubby's 130 mg Milk Toffee Chocolate Bar,fab,1 piece,$18,edibles,Hubby's 130 mg Milk Chocolate Bar,f9r,United States,16,cannadepot
BUD MAN'S 250 mg Hybrid - Thin Mint EDIBLE NUGGZ,n60,1 piece,$55,edibles,Hubby's 130 mg Milk Chocolate Bar,f9r,United States,16,cannadepot
Hubby's 130 mg Milk Crunch Chocolate Bar,f9v,1 piece,$18,edibles,Hubby's 130 mg Milk Chocolate Bar,f9r,United States,16,cannadepot
BUD MAN'S 250 mg Sativa - Strawberry Dream EDIBLE NUGGZ,n5z,1 piece,$55,edibles,Hubby's 130 mg Milk Chocolate Bar,f9r,United States,16,cannadepot
Loud 250 mg Chocolate Bar,m0o,1 piece,$25,edibles,Hubby's 130 mg Milk Chocolate Bar,f9r,United States,16,cannadepot
Milf'n 400 mg Slutty Brownie,f9j,1 piece,$40,edibles,Hubby's 130 mg Milk Chocolate Bar,f9r,United States,16,cannadepot
Hubby's 130 mg Dark Chocolate Bar,ib4,1 piece,$18,edibles,Hubby's 130 mg Milk Chocolate Bar,f9r,United States,16,cannadepot
Stoney Patch 500 mg Gummies,rtz,1 piece,$16,edibles,Hubby's 130 mg Milk Chocolate Bar,f9r,United States,16,cannadepot
Hubby's 130 mg Milk Chocolate Bar,f9r,,$18,edibles,Hubby's 130 mg Milk Chocolate Bar,f9r,United States,16,cannadepot
25x Chuckles Peach Rings - Edible Gummies - 400mg of Infused THC Oil in 8 Gummies,gvz,25 pcs,$219,edibles,25x Chuckles Peach Rings - Edible Gummies - 400mg of Infused THC Oil in 8 Gummies,gvz,United States,14,ObsidianLabs
,gw3,50 pcs,$425,edibles,25x Chuckles Peach Rings - Edible Gummies - 400mg of Infused THC Oil in 8 Gummies,gvz,United States,14,ObsidianLabs
,obc,100 pcs,$800,edibles,25x Chuckles Peach Rings - Edible Gummies - 400mg of Infused THC Oil in 8 Gummies,gvz,United States,14,ObsidianLabs
150x Chipppah's 10mg 5:1 CBD Cubes,c84,150 pieces,$65,edibles,150x Chipppah's 10mg 5:1 CBD Cubes,c84,United States,13,ChipChipperson
,c88,250 pieces,$90,edibles,150x Chipppah's 10mg 5:1 CBD Cubes,c84,United States,13,ChipChipperson
,c8c,500 pieces,$160,edibles,150x Chipppah's 10mg 5:1 CBD Cubes,c84,United States,13,ChipChipperson
